Runaway,OZ Gaming,2,Camille/Lee Sin/Zoe/Aphelios/Thresh,Aatrox 2018/Rek'Sai/Karma/Ezreal/Sett,2020-07-03 05:00:00
Awesome Spear,Griffin,1,Jayce/Rek'Sai/Karma/Ezreal/Braum,Volibear 2020/Kayn/Ryze/Kai'Sa/Nautilus,2020-07-03 08:00:00
Awesome Spear,Griffin,1,Jayce/Elise/Zoe/Kai'Sa/Sett,Aatrox 2018/Trundle/Azir/Ezreal/Bard,2020-07-03 08:00:00
Jin Air Green Wings,Awesome Spear,1,Aatrox 2018/Nidalee/Zoe/Aphelios/Braum,Jayce/Trundle/Twisted Fate/Miss Fortune/Nautilus,2020-06-18 05:00:00
ESC Shane,Griffin,1,Jayce/Elise/Lucian/Ziggs/Pantheon 2019,Volibear 2020/Kayn/Azir/Ashe/Braum,2020-07-06 08:00:00
ESC Shane,Griffin,2,Wukong/Elise/Ryze/Kai'Sa/Pantheon 2019,Ornn/Volibear 2020/Azir/Ezreal/Bard,2020-07-06 08:00:00
ESC Shane,Griffin,1,Camille/Nidalee/Twisted Fate/Kai'Sa/Nautilus,Ornn/Trundle/Sylas/Ezreal/Tahm kench,2020-07-06 08:00:00
Awesome Spear,hyFresh Blade,1,Lucian/Trundle/Zoe/Kalista/Thresh,Jayce/Lee Sin/Orianna/Ezreal/Sett,2020-07-06 11:00:00
Awesome Spear,hyFresh Blade,1,Kennen/Jarvan IV/Zoe/Ezreal/Tahm kench,Volibear 2020/Nidalee/Irelia 2018/Aphelios/Nautilus,2020-07-06 11:00:00
Jin Air Green Wings,OZ Gaming,1,Renekton/Trundle/Orianna/Varus 2018/Alistar,Jayce/Nidalee/Twisted Fate/Kalista/Thresh,2020-07-09 05:00:00
Jin Air Green Wings,OZ Gaming,2,Ornn/Trundle/Azir/Varus 2018/Leona,Renekton/Nidalee/Twisted Fate/Ezreal/Pantheon 2019,2020-07-09 05:00:00
Jin Air Green Wings,OZ Gaming,1,Ornn/Trundle/Azir/Aphelios/Alistar,Mordekaiser 2019/Nidalee/Ziggs/Ezreal/Pantheon 2019,2020-07-09 05:00:00
hyFresh Blade,ESC Shane,1,Lucian/Volibear 2020/LeBlanc/Ashe/Tahm kench,Irelia 2018/Trundle/Galio 2017/Senna/Sett,2020-07-09 08:00:00
hyFresh Blade,ESC Shane,2,Lucian/Volibear 2020/Azir/Ashe/Nautilus,Jayce/Ekko/Pantheon 2019/Ziggs/Bard,2020-07-09 08:00:00
Runaway,Element Mystic,2,Wukong/Kindred/Karma/Ezreal/Braum,Hecarim/Nidalee/Lucian/Aphelios/Nautilus,2020-06-18 08:00:00
hyFresh Blade,ESC Shane,2,Renekton/Volibear 2020/LeBlanc/Aphelios/Braum,Kennen/Trundle/Sylas/Senna/Sett,2020-07-09 08:00:00
Element Mystic,Awesome Spear,2,Mordekaiser 2019/Volibear 2020/Corki/Aphelios/Thresh,Aatrox 2018/Trundle/Karma/Ezreal/Tahm kench,2020-07-10 05:00:00
Element Mystic,Awesome Spear,2,Gangplank/Trundle/Azir/Ashe/Tahm kench,Kennen/Sett/Ekko/Kalista/Thresh,2020-07-10 05:00:00
Griffin,Runaway,2,Ornn/Volibear 2020/Azir/Ashe/Tahm kench,Aatrox 2018/Nunu & willump/Orianna/Aphelios/Thresh,2020-07-10 08:00:00
Griffin,Runaway,2,Sylas/Lee Sin/Azir/Ashe/Thresh,Wukong/Rek'Sai/LeBlanc/Ezreal/Bard,2020-07-10 08:00:00
hyFresh Blade,Jin Air Green Wings,1,Jayce/Volibear 2020/LeBlanc/Ezreal/Bard,Sett/Trundle/Lissandra/Varus 2018/Nautilus,2020-07-13 08:00:00
hyFresh Blade,Jin Air Green Wings,2,Kennen/Trundle/Sylas/Senna/Tahm kench,Sett/Nidalee/Renekton/Aphelios/Thresh,2020-07-13 08:00:00
hyFresh Blade,Jin Air Green Wings,2,Ornn/Trundle/Sylas/Ezreal/Bard,Aatrox 2018/Graves/Azir/Aphelios/Thresh,2020-07-13 08:00:00
Runaway,ESC Shane,2,Aatrox 2018/Ekko/Jayce/Ashe/Thresh,Karma/Trundle/Syndra/Kai'Sa/Sett,2020-07-13 11:00:00
Runaway,ESC Shane,1,Gangplank/Nidalee/Jayce/Varus 2018/Nautilus,Sett/Volibear 2020/Syndra/Senna/Tahm kench,2020-07-13 11:00:00
Runaway,Element Mystic,2,Mordekaiser 2019/Jarvan IV/Galio 2017/Ezreal/Karma,Wukong/Elise/Sett/Aphelios/Bard,2020-06-18 08:00:00
Runaway,ESC Shane,1,Karma/Lee Sin/Zoe/Miss Fortune/Thresh,Jayce/Trundle/LeBlanc/Ziggs/Bard,2020-07-13 11:00:00
Awesome Spear,ESC Shane,1,Ornn/Volibear 2020/Zoe/Ezreal/Tahm kench,Jayce/Olaf/Kog'Maw/Aphelios/Thresh,2020-07-16 05:00:00
Awesome Spear,ESC Shane,1,Lucian/Nidalee/Ekko/Aphelios/Nautilus,Kennen/Trundle/Azir/Varus 2018/Karma,2020-07-16 05:00:00
OZ Gaming,hyFresh Blade,2,Kennen/Volibear 2020/Orianna/Sivir/Leona,Sylas/Olaf/Zoe/Ezreal/Bard,2020-07-16 08:00:00
OZ Gaming,hyFresh Blade,2,Kennen/Lee Sin/Nautilus/Aphelios/Thresh,Ornn/Volibear 2020/Orianna/Ezreal/Bard,2020-07-16 08:00:00
Griffin,Element Mystic,2,Jayce/Wukong/Twisted Fate/Ashe/Pantheon 2019,Ornn/Nidalee/Sylas/Aphelios/Nautilus,2020-07-17 05:00:00
Griffin,Element Mystic,1,Aatrox 2018/Wukong/Twisted Fate/Ashe/Pantheon 2019,Ornn/Lee Sin/Lux/Aphelios/Nautilus,2020-07-17 05:00:00
Griffin,Element Mystic,1,Karma/Lee Sin/Lucian/Ashe/Pantheon 2019,Kennen/Nidalee/Jayce/Ezreal/Bard,2020-07-17 05:00:00
Jin Air Green Wings,Runaway,2,Aatrox 2018/Volibear 2020/Azir/Senna/Braum,Fiora/Lee Sin/LeBlanc/Ezreal/Sett,2020-07-17 08:00:00
Jin Air Green Wings,Runaway,2,Jayce/Volibear 2020/Zoe/Ashe/Braum,Renekton/Nunu & willump/Orianna/Aphelios/Thresh,2020-07-17 08:00:00
Griffin,hyFresh Blade,2,Mordekaiser 2019/Trundle/Zed/Azir/Karma,Aatrox 2018/Jarvan IV/Twisted Fate/Aphelios/Yuumi,2020-06-19 05:00:00
hyFresh Blade,Awesome Spear,2,Ornn/Trundle/Zoe/Varus 2018/Braum,Kayle 2019/Volibear 2020/LeBlanc/Ashe/Thresh,2020-07-20 08:00:00
hyFresh Blade,Awesome Spear,2,Volibear 2020/Trundle/LeBlanc/Varus 2018/Tahm kench,Camille/Sett/Sylas/Ezreal/Braum,2020-07-20 08:00:00
ESC Shane,Element Mystic,1,Kennen/Jarvan IV/Lucian/Volibear 2020/Senna,Karma/Olaf/Varus 2018/Ezreal/Braum,2020-07-20 11:00:00
ESC Shane,Element Mystic,1,Camille/Olaf/Sylas/Sivir/Sett,Neeko/Volibear 2020/Twisted Fate/Ezreal/Tahm kench,2020-07-20 11:00:00
Runaway,Griffin,2,Renekton/Lee Sin/Zoe/Aph/Sett,Wukong/Ekko/Lucian/Ashe/Bard,2020-07-23 05:00:00
Runaway,Griffin,1,Mordekaiser 2019/Olaf/LeBlanc/Aph/Thr,Volibear 2020/Wukong/Galio 2017/Ezreal/Leo,2020-07-23 05:00:00
Runaway,Griffin,1,Ornn/Nunu & willump/LeBlanc/Ezreal/Bard,Jc/Lee Sin/Lissandra/Kai/Pantheon 2019,2020-07-23 05:00:00
Awesome Spear,OZ Gaming,1,Syl/Volibear 2020/Syndra/Aph/Thr,Kennen/Graves/Corki/Ashe/Braum,2020-07-23 08:00:00
Awesome Spear,OZ Gaming,1,Cam/Lee Sin/Syl/Ashe/Braum,Ornn/Rek'Sai/Azir/Kalista/Alistar,2020-07-23 08:00:00
Jin Air Green Wings,ESC Shane,1,Wukong/Lee Sin/Syndra/Ezreal/Alistar,Jayce/Karthus/Pantheon 2019/Kai'Sa/Bard,2020-07-24 05:00:00
Griffin,hyFresh Blade,2,Renekton/Trundle/Jayce/Azir/Thresh,Wukong/Lee Sin/Galio 2017/Aphelios/Karma,2020-06-19 05:00:00
Jin Air Green Wings,ESC Shane,1,Ornn/Trundle/Twisted Fate/Aphelios/Thresh,Camille/Ekko/Jayce/Ziggs/Pantheon 2019,2020-07-24 05:00:00
Element Mystic,hyFresh Blade,1,Jayce/Nidalee/Twisted Fate/Ashe/Thresh,Ornn/Lee Sin/Zoe/Senna/Tahm kench,2020-07-24 08:00:00
Element Mystic,hyFresh Blade,1,Mordekaiser 2019/Graves/Lucian/Ashe/Bard,Ornn/Trundle/Zoe/Kalista/Nautilus,2020-07-24 08:00:00
Griffin,OZ Gaming,1,Aatrox 2018/Graves/Sylas/Ashe/Pantheon 2019,Ornn/Trundle/Zoe/Varus 2018/Tahm kench,2020-07-27 08:00:00
Griffin,OZ Gaming,2,Aatrox 2018/Ekko/Jayce/Ezreal/Bard,Ornn/Kha'Zix/Twisted Fate/Kalista/Nautilus,2020-07-27 08:00:00
Griffin,OZ Gaming,2,Kennen/Graves/Azir/Ashe/Pantheon 2019,Volibear 2020/Lee Sin/Corki/Aphelios/Braum,2020-07-27 08:00:00
Element Mystic,Runaway,2,Kennen/Elise/Sett/Jinx/Pantheon 2019,Ornn/Nidalee/Jayce/Aphelios/Thresh,2020-07-27 11:00:00
Element Mystic,Runaway,2,Neeko/Trundle/Lucian/Jinx/Thresh,Renekton/Lee Sin/Syndra/Aphelios/Bard,2020-07-27 11:00:00
Jin Air Green Wings,Griffin,1,Sett/Lee Sin/Syndra/Ezreal/Leona,Ornn/Rek'Sai/Azir/Aphelios/Bard,2020-07-30 05:00:00
Jin Air Green Wings,Griffin,2,Sett/Trundle/Orianna/Ezreal/Alistar,Jayce/Volibear 2020/Twisted Fate/Aphelios/Bard,2020-07-30 05:00:00
ESC Shane,OZ Gaming,2,Ornn/Lee Sin/Azir/Aphelios/Karma,Aatrox 2018/Trundle/Corki/Ezreal/Yuumi,2020-06-19 08:00:00
Jin Air Green Wings,Griffin,1,Sett/Lee Sin/Azir/Aphelios/Galio 2017,Jayce/Trundle/Sylas/Ezreal/Nautilus,2020-07-30 05:00:00
OZ Gaming,Runaway,1,Ornn/Trundle/Vel'Koz/Aphelios/Nautilus,Gangplank/Lee Sin/Zoe/Caitlyn/Thresh,2020-07-30 08:00:00
OZ Gaming,Runaway,1,Ornn/Trundle/Zoe/Ezreal/Blitzcrank,Renekton/Karthus/Jayce/Aphelios/Thresh,2020-07-30 08:00:00
Awesome Spear,Element Mystic,1,Karma/Trundle/Orianna/Ezreal/Leona,Volibear 2020/Gragas/Yasuo/Aphelios/Nautilus,2020-07-31 05:00:00
Awesome Spear,Element Mystic,1,Kennen/Trundle/Zoe/Ashe/Thresh,Volibear 2020/Lee Sin/Azir/Ezreal/Bard,2020-07-31 05:00:00
ESC Shane,hyFresh Blade,2,Renekton/Elise/Azir/Volibear 2020/Senna,Camille/Trundle/Twisted Fate/Ezreal/Leona,2020-07-31 08:00:00
ESC Shane,hyFresh Blade,1,Camille/Olaf/Corki/Caitlyn/Bard,Mordekaiser 2019/Sett/Galio 2017/Kalista/Thresh,2020-07-31 08:00:00
ESC Shane,hyFresh Blade,2,Camille/Karthus/Zed/Ashe/Thresh,Fiora/Volibear 2020/Orianna/Ezreal/Bard,2020-07-31 08:00:00
OZ Gaming,Jin Air Green Wings,2,Ornn/Olaf/Orianna/Caitlyn/Braum,Sett/Lee Sin/Syndra/Aphelios/Thresh,2020-08-03 08:00:00
OZ Gaming,Jin Air Green Wings,2,Gnar/Trundle/Orianna/Ezreal/Blitzcrank,Renekton/Lee Sin/Syndra/Aphelios/Thresh,2020-08-03 08:00:00
ESC Shane,OZ Gaming,1,Wukong/Jarvan IV/Azir/Miss Fortune/Thresh,Malphite/Olaf/Zoe/Ezreal/Yuumi,2020-06-19 08:00:00
Mkers,Samsung Morning Stars,2,Maokai/Nunu & willump/Corki/Lucian/Braum,Karma/Volibear 2020/Twisted Fate/Aphelios/Thresh,2020-07-21 16:00:00
Mkers,Samsung Morning Stars,1,Maokai/Jarvan IV/Syndra/Jhin/Thresh,Karma/Volibear 2020/Corki/Ezreal/Bard,2020-07-21 16:00:00
Mkers,Samsung Morning Stars,2,Soraka/Jarvan IV/Orianna/Varus 2018/Thresh,Ornn/Lee Sin/Azir/Ezreal/Karma,2020-07-21 16:00:00
Mkers,Samsung Morning Stars,2,Maokai/Skar/Akali 2018/Jhin/Thresh,Ornn/Graves/Azir/Wukong/Senna,2020-07-21 16:00:00
Campus Party Sparks,Cyberground Gaming,2,Ornn/Volibear 2020/Galio 2017/Ezreal/Alistar,Urgot 2017/Karthus/Nocturne/Syndra/Senna,2020-07-15 16:00:00
Campus Party Sparks,Cyberground Gaming,1,Volibear 2020/Karthus/Zed/Xayah/Karma,Mordekaiser 2019/Fiddlesticks 2020/Nocturne/Senna/Nautilus,2020-07-15 16:00:00
Campus Party Sparks,Cyberground Gaming,2,Volibear 2020/Ekko/Zed/Senna/Bard,Ornn/Karthus/Kassadin/Aphelios/Lulu,2020-07-15 16:00:00
Campus Party Sparks,Cyberground Gaming,2,Urgot 2017/Karthus/Cassiopeia/Xayah/Rakan,Mordekaiser 2019/Volibear 2020/Corki/Aphelios/Karma,2020-07-15 16:00:00
Racoon,Cyberground Gaming,1,Volibear 2020/Lee Sin/Kassadin/Syndra/Nautilus,Urgot 2017/Karthus/Corki/Senna/Galio 2017,2020-07-20 16:00:00
Racoon,Cyberground Gaming,2,Gangplank/Lee Sin/Syndra/Kalista/Nautilus,Shen/Olaf/Azir/Senna/Galio 2017,2020-07-20 16:00:00
Mkers,Outplayed,2,Urgot 2017/Volibear 2020/Syndra/Ashe/Sett,Sion/Lee Sin/Akali 2018/Ezreal/Karma,2020-07-13 16:00:00
Racoon,Cyberground Gaming,1,Cam/Kha'Zix/Ryze/Syndra/Thresh,Ornn/Olaf/Azir/Kai'Sa/Nautilus,2020-07-20 16:00:00
Racoon,Cyberground Gaming,2,Urgot 2017/Kha'Zix/Azir/Syndra/Nautilus,Shen/Graves/Corki/Senna/Galio 2017,2020-07-20 16:00:00
Racoon,Cyberground Gaming,1,Kennen/Lee Sin/Corki/Senna/Nautilus,Shen/Hecarim/Twisted Fate/Syndra/Leo,2020-07-20 16:00:00
Outplayed,Racoon,1,Wukong/Kha'Zix/Twisted Fate/Karthus/Leona,Sett/Elise/Lucian/Taliyah/Nautilus,2020-07-22 16:00:00
Outplayed,Racoon,2,Ornn/Sett/Azir/Karthus/Leona,Volibear 2020/Nocturne/Galio 2017/Kalista/Nautilus,2020-07-22 16:00:00
Outplayed,Racoon,2,Ornn/Wukong/Qiyana/Karthus/Leona,Sett/Kha'Zix/Orianna/Syndra/Nautilus,2020-07-22 16:00:00
Outplayed,Racoon,2,Sion/Kha'Zix/Kassadin/Ashe/Braum,Camille/Nocturne/Orianna/Taliyah/Sett,2020-07-22 16:00:00
Mkers,Racoon,1,Cam/Lee Sin/Twisted Fate/Ezreal/Sett,Volibear 2020/Olaf/Orianna/Senna/Braum,2020-07-26 16:00:00
Mkers,Racoon,2,Ornn/Rek'Sai/Azir/Ezreal/Sett,Volibear 2020/Nocturne/Orianna/Senna/Braum,2020-07-26 16:00:00
Mkers,Racoon,2,Ornn/Lee Sin/Azir/Kai'Sa/Thresh,Volibear 2020/Nocturne/Kassadin/Senna/Braum,2020-07-26 16:00:00
Mkers,Outplayed,1,Ornn/Jarvan IV/Syndra/Kalista/Morgana 2019,Mordekaiser 2019/Rek'Sai/Ekko/Ezreal/Nautilus,2020-07-13 16:00:00
Mkers,Racoon,2,Ornn/Nocturne/Akali 2018/Ezreal/Yuumi,Sett/Kha'Zix/Orianna/Senna/Braum,2020-07-26 16:00:00
Samsung Morning Stars,Racoon,1,Volibear 2020/Graves/Twisted Fate/Senna/Tahm Kench,Jax/Sett/Sylas/Taliyah/Pantheon 2019,2020-08-02 16:00:00
Samsung Morning Stars,Racoon,2,Ornn/Lee Sin/Azir/Aphelios/Senna,Sett/Xin zhao 2018/Akali 2018/Sona/Lux,2020-08-02 16:00:00
Samsung Morning Stars,Racoon,1,Ornn/Kindred/Twisted Fate/Senna/Taric,Sett/Nocturne/Azir/Syndra/Nautilus,2020-08-02 16:00:00
Samsung Morning Stars,Racoon,1,Wukong/Kha'Zix/Azir/Ezreal/Karma,Cam/Xin zhao 2018/Orianna/Senna/Nautilus,2020-08-02 16:00:00
Mkers,Outplayed,2,Ornn/Shyvana/Jayce/Kalista/Nautilus,Poppy/Graves/Azir/Ashe/Thresh,2020-07-13 16:00:00
Mkers,Outplayed,1,Ornn/Sejuani/Azir/Kalista/Nautilus,Poppy/Graves/Kog'Maw/Ezreal/Karma,2020-07-13 16:00:00
Mkers,Outplayed,1,Ornn/Jarvan IV/Akali 2018/Kalista/Rakan,Sett/Karthus/Irelia 2018/Ashe/Braum,2020-07-13 16:00:00
Samsung Morning Stars,Racoon,1,Gangplank/Lee Sin/Azir/Karthus/Senna,Wukong/Nidalee/Sylas/Ashe/Karma,2020-07-14 16:00:00
Samsung Morning Stars,Racoon,2,Poppy/Graves/Azir/Karthus/Senna,Ornn/Lee Sin/Orianna/Aphelios/Soraka,2020-07-14 16:00:00
Samsung Morning Stars,Racoon,1,Ornn/Shyvana/Jayce/Karthus/Senna,Sion/Lee Sin/Akali 2018/Aphelios/Lulu,2020-07-14 16:00:00
Samsung Morning Stars,Racoon,1,Ornn/Nidalee/Corki/Ashe/Thresh,Wukong/Volibear 2020/Zoe/Ezreal/Nautilus,2020-07-14 16:00:00
Jin Air Green Wings,Awesome Spear,2,Ornn/Sett/Zoe/Jhin/Bard,Cam/Nidalee/Galio 2017/Ashe/Morgana 2019,2020-08-31 08:00:00
OZ Gaming,Runaway,1,Camille/Lillia/Sylas/Ashe/Morgana 2019,Ornn/Graves/Orianna/Jinx/Galio 2017,2020-08-24 08:00:00
OZ Gaming,Runaway,2,Camille/Lillia/Akali 2018/Ashe/Leona,Mordekaiser 2019/Hecarim/Lucian/Senna/Nautilus,2020-08-24 08:00:00
OZ Gaming,Runaway,1,Camille/Lillia/Akali 2018/Ashe/Leona,Mordekaiser 2019/Evelynn 2017/Lucian/Senna/Sett,2020-08-24 08:00:00
OZ Gaming,Runaway,1,Aatrox 2018/Nidalee/Akali 2018/Jhin/Pantheon 2019,Ornn/Lillia/Lucian/Ezreal/Alistar,2020-08-24 08:00:00
Awesome Spear,OZ Gaming,1,Renekton/Nidalee/Syl/Aph/Leo,Quinn/Lil/Akali 2018/Ezreal/Karma,2020-08-27 08:00:00
Awesome Spear,OZ Gaming,1,Renekton/Nidalee/Twisted Fate/Senna/Tahm Kench,Quinn/Lil/Orianna/Zig/Pantheon 2019,2020-08-27 08:00:00
Awesome Spear,OZ Gaming,1,Irelia 2018/Nidalee/Orianna/Caitlyn/Blitzcrank,Karma/Lee Sin/Vel'Koz/Ashe/Nautilus,2020-08-27 08:00:00
Jin Air Green Wings,Awesome Spear,2,Renekton/Sett/Galio 2017/Aph/Thr,Ornn/Graves/Orianna/Ashe/Pantheon 2019,2020-08-31 08:00:00
Jin Air Green Wings,Awesome Spear,2,Wukong/Trundle/Syndra/Ashe/Braum,Ornn/Sett/Orianna/Kalista/Morgana 2019,2020-08-31 08:00:00
GAM Esports,Team Flash,2,Renekton/Shyvana/Pantheon 2019/Caitlyn/Bard,Cam/Lil/Sett/Kai/Gragas,2020-08-29 11:00:00
GAM Esports,Team Flash,2,Renekton/Lee Sin/Kennen/Jhin/Sett,Cam/Trundle/Twisted Fate/Ezreal/Pantheon 2019,2020-08-29 11:00:00
GAM Esports,Team Flash,2,Cam/Trundle/Syndra/Ezreal/Pantheon 2019,Volibear 2020/Lee Sin/Ryze/Jhin/Bard,2020-08-29 11:00:00
Team Secret,Percent Esports,1,Jax/Nidalee/Lucian/Ashe/Braum,Kennen/Olaf/Syndra/Caitlyn/Thr,2020-08-22 10:00:00
Team Secret,Percent Esports,1,Cam/Nocturne/Twisted Fate/Caitlyn/Leo,Renekton/Lee Sin/Syndra/Jhin/Lux,2020-08-22 10:00:00
Team Secret,Percent Esports,2,Jax/Nocturne/Twisted Fate/Caitlyn/Bard,Cam/Gragas/Yasuo/Kalista/Taric,2020-08-22 10:00:00
Team Secret,Percent Esports,2,Jax/Elise/Tristana/Ezreal/Thr,Cam/Sett/Galio 2017/Kai/Nautilus,2020-08-22 10:00:00
Team Secret,Percent Esports,1,Renekton/Elise/Jc/Caitlyn/Morgana 2019,Ornn/Sett/Lucian/Kai/Thr,2020-08-22 10:00:00
CERBERUS Esports,EVOS Esports,2,Ornn/Sett/Azir/Kalista/Thr,Cam/Sejuani/Syl/Senna/Braum,2020-08-23 10:00:00
CERBERUS Esports,EVOS Esports,2,Volibear 2020/Trundle/Zoe/Senna/Leo,Renekton/Sejuani/Akali 2018/Aph/Thr,2020-08-23 10:00:00
GAM Esports,CERBERUS Esports,1,Renekton/Zac/Pantheon 2019/Jhin/Bard,Cam/Nocturne/Galio 2017/Kai/Sett,2020-08-19 10:00:00
CERBERUS Esports,EVOS Esports,1,Renekton/Graves/Ryze/Ashe/Bard,Quinn/Volibear 2020/Akali 2018/Aph/Morgana 2019,2020-08-23 10:00:00
CERBERUS Esports,EVOS Esports,2,Renekton/Graves/Orianna/Jhin/Bard,Gnar/Nidalee/Sett/Ashe/Pantheon 2019,2020-08-23 10:00:00
Team Secret,EVOS Esports,2,Cam/Nocturne/Zoe/Jhin/Leo,Lucian/Nidalee/Akali 2018/Aph/Braum,2020-08-30 10:00:00
Team Secret,EVOS Esports,2,Jax/Graves/Syndra/Ashe/Braum,Wukong/Nidalee/Akali 2018/Aph/Morgana 2019,2020-08-30 10:00:00
Team Secret,EVOS Esports,2,Renekton/Graves/Orianna/Jhin/Pantheon 2019,Lucian/Volibear 2020/Syl/Aph/Braum,2020-08-30 10:00:00
GAM Esports,EVOS Esports,2,Kennen/Nidalee/Pantheon 2019/Ashe/Bard,Jc/Gragas/Sett/Aph/Blitzcrank,2020-09-03 10:00:00
GAM Esports,EVOS Esports,1,Wukong/Karthus/Jc/Caitlyn/Pantheon 2019,Hecarim/Nidalee/Irelia 2018/Xayah/Blitzcrank,2020-09-03 10:00:00
GAM Esports,EVOS Esports,2,Malphite/Lee Sin/Ryze/Caitlyn/Thr,Jc/Nidalee/Vladimir/Aph/Sett,2020-09-03 10:00:00
GAM Esports,EVOS Esports,1,Kennen/Zac/Lucian/Jhin/Bard,Jc/Nidalee/Vladimir/Aph/Nautilus,2020-09-03 10:00:00
GAM Esports,EVOS Esports,1,Malphite/Olaf/Syndra/Jhin/Thr,Wukong/Gragas/Sett/Ashe/Pantheon 2019,2020-09-03 10:00:00
GAM Esports,CERBERUS Esports,1,Renekton/Zac/Kassadin/Ashe/Thr,Ornn/Skar/Azir/Ezreal/Bard,2020-08-19 10:00:00
Team Flash,GAM Esports,1,Ornn/Lil/Sett/Ezreal/Yuu,Renekton/Karthus/Jc/Ashe/Leo,2020-09-05 10:00:00
Team Flash,GAM Esports,2,Volibear 2020/Lil/Sett/Kalista/Taric,Jax/Kind/Syndra/Caitlyn/Thr,2020-09-05 10:00:00
Team Flash,GAM Esports,1,Ornn/Hecarim/Orianna/Aph/Nautilus,Cam/Gragas/Jc/Caitlyn/Bard,2020-09-05 10:00:00
Team Flash,GAM Esports,2,Ornn/Nidalee/Orianna/Kai/Pantheon 2019,Wukong/Zac/Syndra/Jhin/Sett,2020-09-05 10:00:00
Team Flash,GAM Esports,2,Ornn/Trundle/Syndra/Aph/Gragas,Syl/Fiddlesticks 2020/Jc/Jhin/Sett,2020-09-05 10:00:00
GAM Esports,CERBERUS Esports,1,Volibear 2020/Gragas/Pantheon 2019/Ashe/Bard,Renekton/Elise/Twisted Fate/Kalista/Thr,2020-08-19 10:00:00
Team Secret,Team Flash,2,Wukong/Graves/Syndra/Jhin/Leo,Ornn/Nidalee/Lucian/Ezreal/Yuu,2020-08-20 10:00:00
Team Secret,Team Flash,2,Volibear 2020/Lil/Irelia 2018/Ezreal/Karma,Cam/Nidalee/Syndra/Senna/Tahm Kench,2020-08-20 10:00:00
Team Secret,Team Flash,1,Cam/Nocturne/Syl/Lucian/Bard,Kennen/Graves/Syndra/Ezreal/Janna,2020-08-20 10:00:00
Team Secret,Team Flash,2,Gangplank/Karthus/Lucian/Caitlyn/Morgana 2019,Ornn/Nidalee/Malphite/Kai/Lulu,2020-08-20 10:00:00
GAM Esports,Team Flash,1,Renekton/Kind/Syl/Caitlyn/Bard,Ornn/Graves/Twisted Fate/Kai/Pantheon 2019,2020-08-29 11:00:00
GAM Esports,Team Flash,1,Cam/Lee Sin/Galio 2017/Jhin/Bard,Volibear 2020/Graves/Syndra/Senna/Nautilus,2020-08-29 11:00:00
Suning,Victory Five,1,Renekton/Olaf/Syndra/Ashe/Nautilus,Gangplank/Trundle/Zoe/Jhin/Leo,2020-08-15 09:00:00
Suning,Victory Five,1,Gangplank/Olaf/Zoe/Jhin/Nautilus,Renekton/Trundle/Orianna/Ezreal/Lux,2020-08-15 09:00:00
Suning,Victory Five,1,Renekton/Jarvan IV/Syndra/Jhin/Morgana 2019,Jc/Olaf/Zoe/Ashe/Karma,2020-08-15 09:00:00
Invictus Gaming,LGD Gaming,2,Kennen/Kind/Syl/Kalista/Nautilus,Cam/Nidalee/Twisted Fate/Ezreal/Leo,2020-08-16 09:00:00
Invictus Gaming,LGD Gaming,2,Lucian/Lee Sin/Azir/Kalista/Taric,Wukong/Nidalee/Twisted Fate/Ezreal/Leo,2020-08-16 09:00:00
Invictus Gaming,LGD Gaming,2,Kayle 2019/Kind/Syndra/Jhin/Bard,Ornn/Graves/Zoe/Ezreal/Lux,2020-08-16 09:00:00
Top Esports,Suning,1,Jax/Sett/Orianna/Caitlyn/Lux,Mordekaiser 2019/Graves/Azir/Jhin/Morgana 2019,2020-08-22 09:00:00
Top Esports,Suning,1,Wukong/Graves/Zoe/Jhin/Leo,Jc/Olaf/Orianna/Ashe/Nautilus,2020-08-22 09:00:00
Top Esports,Suning,1,Quinn/Lee Sin/Zoe/Ashe/Braum,Renekton/Skar/Orianna/Jhin/Tahm Kench,2020-08-22 09:00:00
JD Gaming,LGD Gaming,1,Ornn/Kind/Galio 2017/Ashe/Leo,Kayle 2019/Lee Sin/Twisted Fate/Jhin/Nautilus,2020-08-23 09:00:00
Victory Five,FunPlus Phoenix,1,Renekton/Sett/Zoe/Senna/Leo,Volibear 2020/Lil/Karma/Kalista/Nautilus,2020-08-13 09:00:00
JD Gaming,LGD Gaming,1,Cam/Evelynn 2017/Lucian/Ashe/Bard,Ornn/Olaf/Zoe/Ezreal/Yuu,2020-08-23 09:00:00
JD Gaming,LGD Gaming,2,Gnar/Lee Sin/Galio 2017/Jhin/Nautilus,Renekton/Kind/Twisted Fate/Ezreal/Braum,2020-08-23 09:00:00
JD Gaming,LGD Gaming,1,Ornn/Kind/Zoe/Jhin/Leo,Renekton/Skar/Orianna/Ezreal/Bard,2020-08-23 09:00:00
Top Esports,JD Gaming,1,Kennen/Nidalee/Sett/Jhin/Tahm Kench,Renekton/Lil/Qiy/Ashe/Pantheon 2019,2020-08-27 09:00:00
Top Esports,JD Gaming,2,Fiora/Graves/Zoe/Jhin/Thr,Cam/Nidalee/Lucian/Ashe/Leo,2020-08-27 09:00:00
Top Esports,JD Gaming,1,Renekton/Gragas/Lucian/Senna/Braum,Volibear 2020/Nidalee/Zoe/Ashe/Leo,2020-08-27 09:00:00
